"user_id","u_average_stars","u_votes_funny","u_votes_useful","u_votes_cool","u_review_count"
"HCclCzfZBChZ7-6l-QTFqg",2.5,0,1,0,2
"hcIuTUG_7Rs_qa6OBw2bXw",5,0,1,0,1
"HCzV0nbnwPg9T9p0P0Lupg",1,0,1,0,1
"hdGLjNckdZGSnrjXZiSlwg",4,0,1,0,1
"hDq2YuMHjB_7KvK8zZCCcw",2.44444444444444,2,4,0,9
"heBfl3yfm_Cph2JaHQCPfA",4.25,0,3,1,4
"HfNlSL159uALRu8SA_1RLQ",5,0,0,0,1
"hFOnqUIK-zUiAJPPUrzJ7w",4.5,1,1,0,2
"HgxsqL3FXpHlE3ZNiTw9iw",4,0,0,0,2
"hJ9Ux-MARyCHRCFjPueFuA",3,3,3,2,2
"HJDDXvyIoakWHF0Ik_S1iw",5,0,0,0,1
"HKMb9HrQYUUubsgdDw9Idw",5,0,0,0,2
"hkTFtAbe_yYfwv_c339Eww",5,0,0,1,1
"hlESMlY5ZZWP7c-wR-rrmg",5,0,0,0,1
"hO9-dMdO1oDOzcW72feVeQ",3,0,0,0,1
"HOAFwraJMBTcYy1qTmFmgQ",2.16666666666667,1,2,0,6
"hobGO9S0mUPLjptFwWfzsQ",4,1,0,0,1
"hoeiWis9f2xuVS_zr21evg",4,0,2,2,1
"HouW88pRV5llhJwFh6NDxA",2,2,0,0,1
"hp2anx4hTj_opww4MVYerw",5,0,0,0,1
"hPcne5WCiDuDDB4M1IF3iA",3.33333333333333,1,18,2,12
"HpQwQzcJyPrufcC-ub5IXA",4.4,4,8,7,5
"HQ4HnnYyj6d8n13jb4rAXA",5,0,0,1,1
"hqQietyMWhUDCoD8x_F3tw",5,0,3,1,2
"Hr_KERNN64z5madVaG7rIA",5,0,0,0,1
"HS_TT_rPCsQR84-uHkGFbw",2.66666666666667,5,6,4,3
"htC49ZwXiKNka5cp0GKBfQ",3.46078431372549,956,1090,948,204
"hUOO2IvDJfid5I3b-NLNPw",1,0,0,0,1
"hV2mUNpH3K5BvOyEwP5a7Q",3.6,0,1,0,5
"HvVAouY8g_cbvyOnaF1Ahg",4.16666666666667,0,2,0,6
"HwDo9w9xvfcR4RqxDzVuiA",5,0,1,0,2
"HWOgLMwcGgaUWWp03_DstA",4,0,3,1,2
"hws92rePVainOwONgFG2Hw",3.5,0,1,0,2
"hx1Rx84bYvqC5QkKrmbZjQ",4,1,1,1,1
"hXd2psqNP2GkyDMxUSzglQ",4.66666666666667,0,1,2,3
"hY5VrjldrsSz9pKMOTwLfg",3,3,4,3,1
"HZ_94hFyjqXPg3ehu8Tyvw",4,0,0,0,1
"Hzmyl65cPJKwiPwB3pxHTg",3,4,0,1,1
"HZPkhffLE79r8xj1JziueA",4.5,0,3,1,2
"hzZOwjY528hh4tAwNKjbDw",2,0,0,0,1
"I_lxOd_P3pEEymvNBauP5A",4.33333333333333,1,11,2,3
"I0_-xocpcOGGfM2WGo5ddA",1,0,1,0,1
"i20pIRuTve7kQQVWyOscyg",5,1,1,0,1
"i33jUMPSXOjZJSpOkQfiSA",3,0,4,0,2
"I4jTmDxnVWJ3gsmIrTxbQA",5,0,1,0,1
"I75jkqOEoSWfYznUGhDldw",4,0,2,0,1
"i7l1HwYN8fDtmA4X4CGZ9w",4.25,0,0,0,4
"I7m1HpM8q2zqxHnqUwDzHA",1,0,1,0,1
"i9AxMEwJeqThtvtoxf87Eg",3,0,0,0,2
"I9SKKm34QhRVsZQBnZsDzA",4,3,9,5,7
"I9TVtuQhcg6ejpexLzy0rA",4.33333333333333,0,0,0,3
"iBW6n_0yzFDn4C6_0sf62w",3,0,3,0,1
"iC7NVBmkzRl4rKEU5MWS0A",4,3,34,6,32
"IcieGosZlBs-vN0IxWkTVg",2,0,2,0,4
"IdRIUGz2Z64MXI-pTNUjlw",4,1,11,3,6
"IeEmBNQWYrnDeDCLb_uSYg",4.5,0,2,0,2
"iEeVFkekHAi3T9bI8MFBFA",2,0,8,0,1
"iemn3Lt-eSjiUBSAt9ZdBA",4,12,39,13,15
"IeUtPivGy-S9PX0EFKjqEQ",3.6875,2,11,2,16
"iF2XOSlVLW69ptyU_5PAhQ",5,0,1,2,1
"igTBFmc5LHNynHFE5_tIWA",5,0,0,0,1
"IguPuYTXfb3PKE7UQF9Jmg",5,0,2,0,1
"iHLfTXEigHASiCX_TpzgTA",5,0,0,0,1
"IHlo-8j7EGVzx3Yr6x1Z9w",5,0,0,0,1
"iJ9j-W0plZowGpqpYUFZVw",3.66666666666667,0,5,0,3
"iK88FGzhAnClBNNk3aYUWQ",3,0,0,0,1
"IKEiKPGgw_vk4CTNQHPf9g",4.6,1,3,1,5
"iKi-FUw5x7A220fVvEcNuw",3.6,10,25,10,15
"IkPYXmxV0L2hTaqerpUtJA",3,0,0,0,3
"il6RQX17f_Qxs-pssa5zMg",3.66666666666667,0,1,0,3
"ImRonI5kuTQFWUmPILQVdw",4,0,0,0,1
"IMtjbLfFSJ-9qP4IflVZsA",5,0,2,1,1
"IN2wXfbLLJMvMW5Qf0CsIw",1.5,0,2,0,2
"InAWMO7WD0QaEwWFwBrBVw",5,0,0,0,1
"iNnjjTBD5SgdqaAczeQ0Dw",5,0,0,0,1
"INOIvOJb-pSc4gqwpcFSQw",3.33333333333333,0,8,1,6
"INYvSQRp1FBDugJFOnhCyw",5,0,1,0,1
"iOWMWq4jYeRlbxCsrMJLJQ",5,0,0,0,1
"ioXyHvNmPlx3qItwZjx0cw",4,0,2,0,2
"ipdwGB5X9VGCLJGIIagGHA",4,0,0,0,1
"ipfcbC2UB9LKavDsadYHew",3.5,0,0,1,2
"IpopQlrJlbUXKVKOJ93m_w",3.5,0,2,1,2
"IqMxCdd65YL_Lapd3YvZfw",5,0,0,1,1
"Iqqy89mlRXExxeP8RZqCUA",4,0,0,0,1
"iQWm5R9bJg5aViMWD51pCQ",1,1,0,0,1
"iqYdecJi9jindqllazr_gg",4.66666666666667,0,1,0,3
"ir5FuJwQS-IeVA2QHAOaBw",4.5,0,0,0,2
"iRgYA4b_ZYDbrzeedgj77A",3.53846153846154,1,16,4,26
"IrTcXG-XwBcgrmcBxz2J-Q",4,2,10,2,7
"Is1AdI654Z3JQikWoiSgRQ",5,0,0,0,1
"IS45qrEWY4yZbwHeAFnSZQ",5,0,0,0,1
"isadcarBXGj0E8Viz3XwAA",3,3,8,2,2
"isdxW53gec1hzQbDCRAGKg",4.5,0,1,0,2
"IslEz0sjfCRFKTJzaZqvQA",2.72727272727273,3,2,0,11
"ItItcFWhsXHixIZy-MVJ7g",3,0,0,0,1
"ItLnXJx4M4dM4gQFJLS8Xg",4,3,5,3,3
"Iu0umsCPTsGcItcfdz31wg",4,0,1,1,1
"iUxNZn1NBjtlUwmZdGegdA",5,2,2,2,1
"ivFOfAlY_dpyHHWKFgyVXQ",3.66666666666667,0,0,0,3
"ivjitDXvMlGZMoG813UD5Q",4,0,1,0,1
"IvOV0l5hdbhbx7N-gIg7AA",3.25,0,0,0,4
"IvRIPcZVxwpBP-fycfSl3A",1,8,11,8,1
"iw14LAmDOesphvxtPVKZFQ",5,0,2,1,1
"Iy_GQrVDnuKxTR_GGhejww",5,0,0,0,1
"izNHsxO4hBLusq1m8RTvEw",3.66666666666667,0,1,0,3
"j_M-tdeUjFZomT2Dj_vcNw",3,1,1,1,2
"J0Bls6sjbaK-ZrusNnARyg",4.66666666666667,1,2,2,3
"j2_4VhaUsH9Agv1soMbtYw",3.83333333333333,11,17,11,12
"J22xKV4IMSj_dfyjtzBs0g",3.5,1,3,2,4
"j2eM540C7mbF1TZvCMTluA",3.5,0,1,1,4
"j2sJIhsyDGAn1_2TA8uClA",4.25,0,2,1,4
"j5ThEB7aE0z8g9jeq7ImgA",3.16666666666667,1,8,5,12
"J5xhIPq2sbEM_m-mdVC5tA",5,0,0,0,1
"J6iQnpTofjiiMFVpXRe8kw",5,0,0,0,2
"J97h3WVYQQoJQH42lTRFjA",1.5,1,1,0,2
"j9C6U0Zv51G28Bk4c7E3BQ",4.5,0,0,0,2
"jB1u_xoLezgKeXhVZEZqoA",5,0,1,0,1
"jBCbHpRaE8ONFzSaXS05PQ",3.61538461538462,15,33,18,39
"JBZOQrVpxorqgqyz7w3Prg",2.83333333333333,0,2,0,6
"jC1piJSe0r1HKmp3YFXqMA",1,2,4,2,1
"jD1ex1j_jfrU69H54QqLlA",5,0,1,0,1
"jF12WNhAmNjZoeoRaCU7GQ",5,1,0,0,1
"JFgO75_-MC18-_s0lAO5Vg",5,0,0,0,1
"jgeY_HahI6GQCFXhMBTrVA",5,0,0,0,1
"JgS8p-g-omZtdjLpJpPNHQ",1,0,1,2,1
"jgtQmeqidA4V9fJni4O1-Q",3,2,1,0,6
"JHF6TopUZm2A7iSxnC2KLQ",2,0,1,1,1
"jhHCbN1H-8yyQpQHwkgjJA",5,0,2,2,2
"jIlFCOT7BUKIQiB3XSm0bw",4,0,1,0,1
"JInvoKoR5O1f-4lgGi2AcA",2.33333333333333,0,7,1,6
"jjOUTdiCnvPQYx1cTjIS7w",4.5,0,1,0,2
"jjYaIYmDg2imbJPpUiwGKg",3,0,2,1,2
"JKc8JB3yZ6ijd05dyGLCow",3.5,1,1,0,2
"JKEivxtOTnWzbdh29eM8NA",4,0,1,1,1
"JkVP9S9tUyzfavsDQMgYzw",3.84615384615385,1,2,0,13
"JKY0lwJP0f9ZQVJkg8XS4w",5,0,1,0,2
"jm_Ac3DphB7Sgr4OzLJhiQ",3,0,1,0,2
"JmD2GScxUL0PgQwLINhU4A",4,0,0,0,1
"jMGNNb-vpLcwFikrxIlTkQ",3.30769230769231,10,8,3,13
"jMkR8TaxP2ZZ_PMffa8fgg",3.5,0,3,2,2
"JnAGZh7rjuz-6nKXitHUwA",3.96551724137931,4,10,7,29
"jnBm51LNmoEaLUZB17XrIQ",5,0,0,0,1
"JnDcxjJPCm4LbDF72l4nqA",2.66666666666667,0,3,0,3
"JNFzVLBBE1wSAzXEK0rq7Q",3.75,0,5,0,4
"Jo1zPMTQCP-qxQkSCOj7Bw",4,0,0,1,7
"Jp2x0JOXVdRBthyHoo6NWQ",5,0,1,1,4
"jp8oQ8VJUtFhgtaS08nGxg",5,0,0,0,1
"jpsSMP7cUpEN4oKlwKu8IA",5,3,2,1,1
"JQCxnq3SnqoHtNd-4QGiRw",4,0,1,2,1
"jqs0xPGhZwlyijqWLEgRyg",3.38938053097345,60,166,76,113
"JqwMCG0g2DwFEtnwVYFXSQ",3.75,0,0,0,4
"Js7gkU90jhEGCZZ80W7u0g",5,0,0,0,1
"jSpmgqnzXY3iU8E0HkG0ug",1,0,1,0,1
"jtM1GGAScLyrsdo9h7g3cw",4.1,2,10,7,10
"jUKe28sTvzssaWIM84JkkQ",4,0,2,0,3
"JUM4K4ycYHNMTC3ym9IzwQ",4,0,1,1,3
"JuQIyyxHt-ghfd83UJeuHA",4,2,2,5,3
"jvMdbIhqRWG1fzO1qN1yLg",5,0,1,0,2
"JWoEudEzcN0BP-yeHAiE1g",1,1,1,0,1
"jXj2c5sEOoHIc59-BSkxEA",2.2,1,2,1,5
"jxXlAaO_8vsW3oOSKmmxMg",4.25,2,2,0,4
"jZDYhZY0j2MLe2jHK1x3hg",4.33333333333333,10,12,12,6
"jZK9oNsuWe4qtX5KBt6Dqw",3.875,0,3,2,8
"jzWUbmK5fFjRmrUvKeS_bw",5,3,3,1,1
"K00soIrGWkT2WepT1h7PsA",2.2,0,0,0,5
"k0VVZ1ESCb3DZNdBFQXdbw",4,0,0,0,1
"k0yZtO3y-PjQ0PXNEA8REw",4.5,0,1,0,2
"k1ACFw3wmqkNGoiGeNLc0w",3.68965517241379,35,61,49,29
"k3nRVafhnj-cdZLyfCF3PA",4.5,1,2,1,2
"k4MFlFwLEvDaMqwP2mrqKA",2.33333333333333,0,2,1,3
"K8CwdrpDsc1CU_DCuurhXQ",1,1,1,0,1
"k8QnA7UNbe5DBCmYqxYs8Q",3.5,0,2,0,2
"kAY3g4QY9TIX6aNQ-XnX0Q",4,0,0,0,2
"kCI7ZlHjzw2ZOslAVt_KEA",2,4,4,4,1
"kCm03aY25r2mQnBWPaILvg",4.16666666666667,1,6,1,12
"KdJBVfIz0j2bfRRVMfir2w",5,0,0,0,1
"kDtJd2UaQ_y7QfYU1jwEyQ",1,0,0,0,1
"kEB51vr5oVuWa3cDmHTM7w",4,0,1,0,5
"KEfDoo2m-zg1Vx8bE3Jmrg",5,1,1,1,1
"KehsH-jOkQ_Hv8P94s5How",4.5,0,1,1,2
"kEtvErnYZZloXTGfgNccdA",4,0,1,0,1
"KeW8Pmr7IEzBAHBWvwV9AQ",3.33333333333333,1,1,0,3
"kEYj-5fqH66_Ft6YoAflxQ",3,2,2,2,3
"KFNRDb_vJPM6tZ1HvPE7MA",5,0,0,0,1
"kGELmMMIPh0DWnfJalYnIQ",3,0,1,0,1
"KgeU-NH198TeRRdZItsM2w",2,0,0,0,1
"Kgg_5zuZLqg4awv2tyzKyQ",4,0,0,0,1
"KGXmojW7Fq2vg6jS5bD02w",2,0,0,0,1
"kHc_befpiocT5DXu4lQjxg",3,0,2,0,1
"KIIUezwXntfQ1TPboPosTQ",4,0,3,1,2
"kJRRPfvLSW4f159ajcGjeg",5,0,0,0,1
"Kk96_AVkn2Var-LZ1RApdA",4,1,1,1,1
"KKOkUZM9KciNKY0IguGBDg",4.5,0,0,0,2
"kKr5pwxTC6hL16WGZLvdHA",2,0,0,0,1
"KKz4r-HjYamPsy6abg-cAg",3.4,0,4,1,5
"KLAHSN1rNCECYIuzXIBF9Q",5,0,0,0,1
"kLWFbGsyzulQWU4CqYD7Dw",5,0,3,0,2
"KlzpEfSiETdmvUNIOwVz2w",5,0,0,0,1
"KMJzSs91VOO2Qsd7_U7XcQ",3.5,0,0,0,2
"kNoJOBs6yFuEE-HFkSLcww",3.83333333333333,0,2,0,6
"koMojpi1VNdwHDYnmnwpXg",5,0,0,0,1
"KoRfqe3UAbJzzVDnXsMC4w",2,0,0,0,1
"koxaBzK7GSHpAA1BLw2L5Q",5,0,0,0,1
"KpC10_UEJuga43WadHCmYw",3.49180327868852,8,23,7,61
"kPcf3c3JzkkyeLaOfSmC0w",1,0,2,0,1
"kqSzpIDvYBSurhECjL-3vw",3,0,0,0,1
"ksB4N7YvPZVHNVs4h6TlRA",3,0,0,0,2
"KTCxlnhb1_I57cWNcN5bmw",3.66666666666667,3,5,4,3
"KTHYCuYP6qqQJlQQ5p4R9g",5,0,2,0,1
"KtrSxnWC0I18huCAfjAAcA",5,0,0,0,1
"ktwR2EJzqPWFNGwFwoEKbA",4.33333333333333,5,8,7,3
"kugEMm1WN-XXcNYGCsGAtQ",4.2,1,1,1,5
"kuoHKk9wFhzIVPpNh9IMsA",2,0,2,1,4
"KuPscbI0KPxudSMPZIcrCA",3.43589743589744,18,30,6,78
"kV9mBj3-pQiuXVMJtGipGQ",2.66666666666667,0,0,0,3
"kvKekXVsfaeIt69vy7DieQ",2,1,3,0,3
"kW98Z8PbgLDwbZeKHTgMnQ",3.54545454545455,11,10,7,11
"kxkSLdBtNtgjLr78-GlS7w",5,0,0,0,1
"kyRQ-OFe_VdZgaP2WHT4Jw",1.5,0,2,0,2
"kYwhWKgj7x6tgeNC9uOu0w",5,1,2,0,1
"kYzXnJwiIyFE3X_rlDXXNg",4,0,0,0,1
"KZBMpJ9MxPGm2OL6LFKGmA",4,0,1,0,2
"KZpaNArCk2P3qbsnY3DmOg",4,0,1,0,2
"KZXop1WqIs-IHTYVabwHsA",5,0,1,0,1
"l_7Oi3-N8BOKYxned9bO7A",5,0,0,0,1
"L-0U-gDkb-TdpmKHwDJBsw",4,0,0,0,1
"l-mt2osx26NqUjs2D_3JDw",1.5,0,1,0,2
"l0FbmYc0YG7-YlmyB0QDHw",2,0,0,0,1
"L1FsPljsttcBM_QS6YHlzA",4,0,1,0,1
"L398oHhsb2crsyWRywocDg",4,0,1,0,1
"L4MbbtLuD5Ro47zOLvstxw",5,0,2,0,1
"l5qC_MYGPwNAbFGsnxDc9Q",3,3,3,3,2
"L6ZjG-TMH09kadoTEvxcbQ",2.5,2,8,2,8
"l8UwUSwRYrwLmiWuRJ8cXA",2.5,0,2,0,4
"L9_zl1TNcXuQmTUD2mpzEA",3.71428571428571,0,11,6,7
"lA7cqoSDn6_htYBs6GU8Xw",3.33333333333333,0,4,2,3
"La9DjptqdgqpkDpcGQtNhQ",2,0,0,0,1
"laAGLP6AWMB8ij3aTDC6Ag",5,0,0,0,1
"laC-tLcyqMSegOZAWDM4ew",2,0,0,0,1
"laGVkQka2fPhOXWB_Vv5zg",5,0,0,0,1
"lB3dezlCfX_VVF-ysQ6efQ",4,0,0,0,2
"LbxvmdVEC9WU5zTk0giHhw",3.14285714285714,2,5,1,7
"LbyUvCM6pYt8auAYyBk7lg",5,0,0,0,1
"Lcrmu5W1vUOzun2M5opBEg",1.5,0,1,0,2
"lcRZCjvxzsjutDp5srgB6A",5,0,0,0,1
"lCVLT95VUnlZfboVoZJCZA",3.81818181818182,22,88,38,77
"LCZ6RRR6oI-oYlwIxUX2Kg",5,0,2,0,1
"lFa_Rh34tK6hSPYAZZ8Jyg",3.69491525423729,162,257,195,59
"LgQDNyfHeeAslFw78aMuwg",3,0,3,1,2
"lGTK1lWFHMYh3V_nlHl0ZQ",5,0,1,0,1
"LGv3w9S0p4YaYx0wZAhxwg",5,0,0,0,1
"Li5WZKEP243vOoQeP0ftiQ",2.85714285714286,0,2,0,7
"lIzSsr7Orq1zKaqNe7S_Pw",5,0,0,0,1
"LJrzY0BN_OT4NplaVUk6Hg",2.66666666666667,0,0,0,3
"LjZgLG5vEGQd9dPUmsOcQA",5,0,0,0,1
"lJzyJMwtImxWbZ7Eps04Mw",4,0,0,0,1
"lk9OBp3_I00LaSU_JXktTA",3.33333333333333,0,1,1,3
"LLm55sQollBQasBxXOMGOg",4,0,2,1,1
"LLrHF7kRhNB1fvVkfJs0pA",5,0,1,2,1
"lLx7RSsEtt4JmNQmik236g",4,0,1,0,1
"lMyIRJlH45ENLiPmDiH3aQ",3.66666666666667,1,7,1,6
"lNIa9xKYLpEHAqjqyQcFWA",4.25,0,1,0,4
"LNOSAWJOKbesMvtVbBYMRw",1,0,0,0,1
"lOCc1xfCSx6Z907mpFzr6g",3,0,1,0,1
"LOeknQjMbZP_VWH2Fk8i5g",2,0,1,1,1
"LOZgMx3mJPzmCVtlJ1KpfA",4.2,0,2,0,5
"lP4H11q0O7u9qX_nWPijhA",5,0,1,0,1
"lPJEre9nzvkQz8CVcVpZVA",4,2,1,0,6
"LQ0Pl8NZTUDjI7xTyJyLKA",5,0,2,0,1
"lqG8cr7TAnIePvgnRWz6lg",2,1,3,0,1
"LRdv5CaEJvBVfxU4_1a17g",1,1,4,1,1
"Lrpmttz15ILfYCw5yj-Z8Q",2,0,1,0,1
"ls9kni8Vsz6TGGcVbtPPZQ",4,0,1,0,1
"LSI50rIz7ZxYADaxHmX5Hw",4.5,0,2,0,2
"lsl_oIyLM7DPqljiDoZjwA",2,0,0,0,1
"LtDxKcpxHX9APyhHDw0UvQ",5,0,0,0,1
"LTPOITOC6s_Txf4rbPI-5g",4,3,7,3,5
"Lu0khc17PQDxwmNg1VmnKg",3,1,0,0,2
"lU2poU69IZCvCBqPGlIfQA",1,0,2,0,1
"lU9vAOqFoL5gnxQzlJv2Dg",2,0,2,0,2
"LUWiaiA8l3X41x04YBQEyw",5,0,0,0,2
"lvsZrxHuZ_IYJtk-MgO5vg",3.6,1,4,0,5
"LW54om8YnBTilDZJXvZVdw",3,0,0,0,1
"LwOp1Kq3gtJja8FPGD6tLQ",4,0,0,0,1
"LX3cTVaS8f2UF0Uuafsfug",3.03676470588235,120,130,53,136
"lyKuX4icXqougFYWtlmqKg",4,0,0,0,2
"LYmXB7pIWer42UBINaxiuA",3,2,2,2,1
"LzRTKMxDdOmWNRw53bZ2sA",4,2,3,2,1
"LzWaP8Z0aJSpWh00dyNBnw",5,0,0,0,1
"m0Ppm8BsTI0rCiwhKiFUMg",4,0,0,0,1
"m1Pp3Naq24MtdhkAlCfJ_w",4.08333333333333,1,4,0,12
"m4dt9K_EFrjuDqTjy5UUJw",4.15384615384615,5,11,8,13
"m4o0nG8guyE9hfenLcyzlw",5,0,0,0,1
"m5J__Nrgzw-TDP81oNLWYg",3.83333333333333,3,5,1,6
"M6sXuJ1WMTL5WX2ukD-OHg",2.33333333333333,3,10,3,3
"M9HJ0uOqHDEd9xc5LVmfdw",3.7,0,3,3,10
"Ma2KdRdw74SuDbuh-dwsdg",4,0,1,0,1
"MAqnOR_cgAypjYI-gc9wEw",5,0,0,0,1
"MAv-dUaRmgsOb6g8HYbmTg",3.33333333333333,0,0,0,3
"mB7L3nG3-sls1j8-yMz51A",4,0,0,0,1
"MBLcbQ_miC1c11cfXQRKoQ",3.61538461538462,3,32,12,52
"mbq8G7okOT-Gm7gFUcVtVA",5,0,1,0,1
"Md5L1BrEHJJc_11de2VL3A",5,1,0,0,1
"MdElPKVwRKAzbgwhkn2QPw",3.33333333333333,0,0,0,3
"MEm5jMXMQvjVsc9EX-8o8Q",4.2,2,7,1,10
"mEuy3PqtKQgZOzNecO-3Qg",3,0,0,0,1
"mEx9JOykJZ5INh1BGUyHfA",5,0,1,0,1
"mGroBp3_AeNUEFB9sAS1Iw",1,0,3,0,1
"MHGiosR6LPL88uAEWajkTQ",4.5,0,0,0,2
"MJDp9ZQLJ5lmL5rkdYfdEw",3,9,13,10,1
"MJyONJfSTzm-3ZxwvthaUw",4.5,0,1,0,2
"mKBXW25NN5a0aRrcV2LY2g",5,0,0,0,1
"mkJzYKrkhkduxMOQW1Qs8g",4,8,8,7,2
"MkLv8wA2AoGFnT4UOZWonw",4.23076923076923,2,6,4,13
"Mmu71kQx4bgtxAHFVfo73A",5,0,0,0,1
"MNRR92gVUhzPF6vs0EAA5w",1,1,1,0,1
"mOCvuJR_hO57hE8Y3osDCw",5,0,1,0,1
"MpBp664Gkg5kZgGck3SUXA",5,0,0,0,1
"MpmmTplHAJtSGqSjAqOeFQ",4,2,3,2,1
"MppkYbypgGl7h4pCWWM3rg",4,0,0,0,1
"mpsfh00dlr9MJScHqccqlg",5,0,0,0,1
"mpvBDSWFz0ChNcaKTkImfQ",5,0,0,0,1
"mPVzZ4I7MF2NwZSSBp15TA",3.5,5,10,3,14
"mqeNQ4vcv4SSgg2M4lGSsg",4.5,3,3,4,2
"MQiH2r_YcOvDVjRORz01Dg",3.5,0,0,0,4
"mqIHSMuVX_UZuyK-2Hux5g",4.5,0,2,2,2
"mRAPMBM3dbw8KXNit1aDCw",3.41935483870968,7,38,14,62
"MRfnNxJ3PSwM8jLS0skVdw",5,2,3,1,1
"mRO7YbJ_pHKcbUDmEgC3dQ",4,0,2,3,2
"Ms1mA7mIltssSBm-bSly1A",4,0,0,0,1
"MSKB7IQw_b_icyhED0Fj-w",4.5,0,0,0,2
"MtbyOeiuN6_Z0cAr9D8FoA",3.5,0,1,0,2
"mTee424bU1YJMftJCwWIpQ",5,3,5,0,2
"mtRDbvRoS3NhuQbBQwixYA",5,1,3,1,2
"MuCo8FYUJqhBwy5ywDINhg",1,0,1,0,1
"mUjbI0wT19otyxsoxuOyTA",4,0,0,0,1
"mUoDdcplE840_WZboPkJOQ",1,0,0,0,1
"mWa_7TJrjQ_Y4VOLZw_49g",5,0,1,0,1
"mWFC0NDzJh27ku3G_ILNwg",3.6,22,28,29,5
"MwFIzGzYbep71j_jmPEw6w",4.25,0,4,2,4
"mWIEBT_Y_tmzKBiGI2tKpQ",4,0,2,0,2
"mWyKa44bU-Lws9hGROoXMQ",5,0,0,0,1
"MXlWAxGO67ZbaLBgv8gI8A",3.57142857142857,1,2,1,7
"MXXqTl6Eeb6HT9bjIvd_mg",4,0,1,0,1
"MyNlp_WxMocDhWAS16jHzg",3,0,0,0,2
"Mz4C1JmN0kaDIvy-GspOuQ",4,0,3,1,1
"mzi8YwR7JgskpqEkSobpyA",3,0,0,0,1
"n-cawb77DP86z_E2qmwRYg",4.5,0,1,0,4
"n0C-cPTVzv6EPAQX51OclQ",4.72727272727273,2,4,4,11
"N1ks5lX2Lu-OLBr5A5W91Q",5,0,0,0,3
"n35MyrhjfOHbkxuqGSDYjQ",4,0,0,0,1
"n3SqvL7SZ8RAZhTXYJc7eQ",4.4,1,3,1,5
"N4h_3ZR-7slX_BeaokL7kg",3.83333333333333,0,0,0,6
"N5lS1Q1GV1Od5PXmP35M3Q",2,1,1,0,1
"N6OtmsQDNthAePPyNx0UAA",1.5,2,2,0,2
"N75Kyq4pW2Kz1Yac5QbZ5w",4,0,1,1,1
"N8N0FDyHnZzpDGiKvzw0yA",4.33333333333333,0,1,0,3
"N9hoIdFcTiEzqHypxfu1Nw",5,6,1,1,1
"naJkDAxLvIvNz-XaTwGk2g",4.5,0,3,0,4
"NbbeXKiWncKBMjMEx2YOmA",5,4,5,3,6
"NBH3XqNs3iUk5bP-CBFb1Q",5,0,0,0,1
"Nc_KHs1GNT2lgTLkHo8axw",5,0,0,0,1
"nCH3A-ItZBcX26RiHM5Kkg",1,1,2,1,1
"Ncu9PhY0HCKkYkQntuUENw",4,0,2,1,1
"ndapj1BktL3Lvp872sGXWA",4,0,2,0,1
"nFZluhUW5sh38hcEQRIiMQ",4,0,1,0,1
"ng3hl9D1EzsmSDHnXXfGBg",4.71428571428571,5,8,5,7
"NG9gXWHQIESxfUEcKjA7gA",3.8,0,3,2,10
"nGAfowkyZ7iXUGn3qyry-Q",4.25,2,7,3,4
"nGbv77Isldl2N9rQz4RoGw",5,0,0,0,1
"NJ4kbLCgdHI9i_D3uSmE_A",2,1,3,2,1
"njSl_LlFRUHH0krdDOdYAA",3.25,0,1,0,4
"NKZmq_j0g_MRgIIvGdBCiQ",4,1,1,1,1
"NLCFdOpNwk2CzR5iQhIg2w",3,0,0,0,3
"Nli5aZg522P7nnlhUM5x-w",5,0,0,0,1
"nlLreFlNSE8bK0SELdDo1A",4,1,5,2,4
"nlUEYptBWJasE3962Ngmhg",3.66666666666667,0,1,0,3
"NLyucMaSc_oSTJXVWg_iMg",5,0,1,0,1
"nM3vfxr6fcnN_nXdzwbVCw",4.45161290322581,94,150,106,155
"nMK0YDCFt6OyJFebjBmXuA",1,0,1,0,1
"nmztWUc9gAO76-1vn8M09w",3.5,0,1,0,2
"NNS8Wty5LlJyJexdfBhYCw",3.66666666666667,1,4,3,3
"NoJ4qOO86-yWfUhYdMEcFw",5,0,0,1,1
"nPBkQ54WgN-BjVCSBagCnQ",3.45454545454545,6,18,8,11
"nQFH-K2iqoSB4Ic3lYPW3Q",3,0,0,0,1
"NRkeHLqBvFw8TjnCYsgLjA",5,0,0,0,1
"nSS1P9FzT0ivZPkoxmHaZA",4.5,0,2,1,2
"NsVvJ16TMIx5_-GwugAPgA",4,0,2,0,2
"nT8v1ljwuh_Mt5lBkO0gmw",4.66666666666667,0,1,0,3
"NTD7T9g9rKvAuOfAeGS2VQ",5,0,2,1,4
"NtuhqUmEoS-xuml6jecYuA",5,0,0,0,1
"ntwsX7sKUV6-1rffsTDS1A",4.5,0,0,0,2
"nuy_yykGDerqnoE2S2gWaw",2,0,0,0,1
"nUyME-PXSm8O9CBQSYOSPw",3.66666666666667,0,2,0,3
"nV6HtBgzG25_fq_bvqZ31g",3.71428571428571,0,3,0,7
"Nv9hPtM0UcTLWH_OVrsCcA",5,0,1,0,1
"nxbp1AUrbHXlM0cscZ0SZQ",1.5,4,6,2,2
"Nza2x1X87hk4AEYIwsG7Ww",1,0,1,0,1
"o_QgDjZmldkhZusVVvSPdA",4,1,0,0,2
"O0rUAVg4TCe19pBkkIrKSA",4,1,2,1,2
"O2KEzHQ4Qfd7UDnw0T024g",3,0,2,1,2
